transaction_id,account_number,amount,currency,transaction_type,status,transaction_date,description
TXN-18610,ACC-041,-9.87,EUR,DEBIT,COMPLETED,2026-01-23T11:09:00,Online purchase
TXN-18611,ACC-061,-211.12,EUR,DEBIT,COMPLETED,2026-01-23T12:05:00,Streaming subscription
TXN-18612,ACC-003,-379.7,EUR,DEBIT,COMPLETED,2026-01-23T13:01:00,Rent
TXN-18613,ACC-015,-419.8,EUR,DEBIT,COMPLETED,2026-01-23T13:29:00,Grocery store
TXN-18614,ACC-048,-495.84,EUR,DEBIT,COMPLETED,2026-01-23T13:56:00,Streaming subscription
TXN-18615,ACC-082,-65.25,EUR,DEBIT,FAILED,2026-01-23T15:16:00,Gym membership
TXN-18616,ACC-092,-119.7,EUR,DEBIT,COMPLETED,2026-01-23T15:53:00,Grocery store
TXN-18617,ACC-038,-398.7,EUR,DEBIT,COMPLETED,2026-01-23T15:58:00,Pharmacy
TXN-18618,ACC-088,-444.81,EUR,DEBIT,COMPLETED,2026-01-23T16:12:00,Coffee shop
TXN-18619,ACC-048,-102.63,EUR,DEBIT,COMPLETED,2026-01-23T16:34:00,Pharmacy
TXN-18620,ACC-056,-380.02,EUR,DEBIT,COMPLETED,2026-01-23T16:50:00,Rent
TXN-18621,ACC-083,-348.47,USD,DEBIT,COMPLETED,2026-01-23T17:05:00,Utility bill
TXN-18622,ACC-042,-187.39,EUR,DEBIT,COMPLETED,2026-01-23T18:02:00,Gym membership
TXN-18623,ACC-071,-121.8,EUR,DEBIT,COMPLETED,2026-01-23T18:47:00,Coffee shop
TXN-18624,ACC-087,-149.97,EUR,DEBIT,COMPLETED,2026-01-23T20:12:00,Restaurant
TXN-18625,ACC-017,-496.28,EUR,DEBIT,COMPLETED,2026-01-23T21:45:00,Coffee shop
TXN-18626,ACC-010,-14.13,EUR,DEBIT,FAILED,2026-01-23T23:12:00,Utility bill
TXN-18627,ACC-034,1895.24,EUR,CREDIT,COMPLETED,2026-01-23T23:19:00,Refund
TXN-18628,ACC-089,-490.91,EUR,DEBIT,COMPLETED,2026-01-24T00:43:00,Gas station
TXN-18629,ACC-044,562.91,EUR,CREDIT,COMPLETED,2026-01-24T01:00:00,Gift
TXN-18630,ACC-014,-307.96,EUR,DEBIT,COMPLETED,2026-01-24T02:23:00,Gym membership
TXN-18631,ACC-100,-318.96,EUR,DEBIT,FAILED,2026-01-24T03:29:00,Online purchase
TXN-18632,ACC-045,-358.45,EUR,DEBIT,COMPLETED,2026-01-24T05:04:00,Rent
TXN-18633,ACC-073,-311.98,EUR,DEBIT,COMPLETED,2026-01-24T05:14:00,Pharmacy
TXN-18634,ACC-056,-191.05,EUR,DEBIT,PENDING,2026-01-24T05:50:00,Restaurant
TXN-18635,ACC-047,-408.06,EUR,DEBIT,COMPLETED,2026-01-24T07:08:00,Pharmacy
TXN-18636,ACC-019,-326.26,EUR,DEBIT,COMPLETED,2026-01-24T09:01:00,Restaurant
TXN-18637,ACC-062,4495.79,EUR,CREDIT,COMPLETED,2026-01-24T10:22:00,Invoice payment
TXN-18638,ACC-004,-440.28,EUR,DEBIT,COMPLETED,2026-01-24T10:40:00,Gym membership
TXN-18639,ACC-093,-459.91,EUR,DEBIT,COMPLETED,2026-01-24T12:05:00,Pharmacy
TXN-18640,ACC-007,-171.76,EUR,DEBIT,COMPLETED,2026-01-24T13:29:00,Coffee shop
TXN-18641,ACC-042,-436.89,EUR,DEBIT,COMPLETED,2026-01-24T15:29:00,Gas station
TXN-18642,ACC-039,4327.78,EUR,CREDIT,COMPLETED,2026-01-24T15:57:00,Refund
TXN-18643,ACC-065,274.69,EUR,CREDIT,COMPLETED,2026-01-24T16:28:00,Dividend
TXN-18644,ACC-028,2284.49,EUR,CREDIT,COMPLETED,2026-01-24T16:59:00,Refund
TXN-18645,ACC-033,-82.51,EUR,DEBIT,COMPLETED,2026-01-24T18:43:00,Gas station
TXN-18646,ACC-026,-310.29,EUR,DEBIT,COMPLETED,2026-01-24T20:35:00,Coffee shop
TXN-18647,ACC-087,-40.51,EUR,DEBIT,COMPLETED,2026-01-24T22:12:00,Pharmacy
TXN-18648,ACC-086,-198.01,USD,DEBIT,FAILED,2026-01-24T23:35:00,Utility bill
TXN-18649,ACC-047,379.39,EUR,CREDIT,COMPLETED,2026-01-25T01:08:00,Refund
TXN-18650,ACC-011,3958.51,USD,CREDIT,COMPLETED,2026-01-25T01:35:00,Bonus
TXN-18651,ACC-023,4374.0,EUR,CREDIT,COMPLETED,2026-01-25T03:29:00,Refund
TXN-18652,ACC-039,-384.59,EUR,DEBIT,COMPLETED,2026-01-25T05:27:00,Gym membership
TXN-18653,ACC-020,4101.14,USD,CREDIT,COMPLETED,2026-01-25T06:28:00,Salary payment
TXN-18654,ACC-086,-241.95,USD,DEBIT,COMPLETED,2026-01-25T08:19:00,Restaurant
TXN-18655,ACC-056,231.89,EUR,CREDIT,COMPLETED,2026-01-25T09:58:00,Invoice payment
TXN-18656,ACC-083,-74.74,EUR,DEBIT,COMPLETED,2026-01-25T10:07:00,Online purchase
TXN-18657,ACC-032,-319.16,EUR,DEBIT,COMPLETED,2026-01-25T12:02:00,Online purchase
TXN-18658,ACC-056,-79.75,EUR,DEBIT,COMPLETED,2026-01-25T13:20:00,Pharmacy
TXN-18659,ACC-006,1881.69,EUR,CREDIT,COMPLETED,2026-01-25T14:41:00,Refund
TXN-18660,ACC-022,-393.87,EUR,DEBIT,COMPLETED,2026-01-25T14:46:00,Utility bill
TXN-18661,ACC-062,-306.8,EUR,DEBIT,COMPLETED,2026-01-25T15:56:00,Gym membership
TXN-18662,ACC-057,128.07,EUR,CREDIT,COMPLETED,2026-01-25T16:41:00,Bonus
TXN-18663,ACC-018,-218.37,EUR,DEBIT,COMPLETED,2026-01-25T17:24:00,Grocery store
TXN-18664,ACC-090,-77.3,EUR,DEBIT,PENDING,2026-01-25T19:19:00,Rent
TXN-18665,ACC-053,1799.16,EUR,CREDIT,FAILED,2026-01-25T20:33:00,Invoice payment
TXN-18666,ACC-003,2860.1,EUR,CREDIT,PENDING,2026-01-25T20:42:00,Salary payment
TXN-18667,ACC-100,2629.96,EUR,CREDIT,COMPLETED,2026-01-25T22:39:00,Bonus
TXN-18668,ACC-013,-26.73,EUR,DEBIT,COMPLETED,2026-01-25T23:08:00,Utility bill
TXN-18669,ACC-029,-92.33,USD,DEBIT,COMPLETED,2026-01-26T00:23:00,Gym membership
TXN-18670,ACC-069,1912.89,EUR,CREDIT,COMPLETED,2026-01-26T00:49:00,Gift
TXN-18671,ACC-099,1502.99,USD,CREDIT,COMPLETED,2026-01-26T01:59:00,Bonus
TXN-18672,ACC-010,-361.67,EUR,DEBIT,PENDING,2026-01-26T02:23:00,Restaurant
TXN-18673,ACC-095,-367.3,EUR,DEBIT,COMPLETED,2026-01-26T03:54:00,Gym membership
TXN-18674,ACC-017,-259.43,EUR,DEBIT,PENDING,2026-01-26T05:21:00,Restaurant
TXN-18675,ACC-011,4031.53,EUR,CREDIT,COMPLETED,2026-01-26T05:38:00,Invoice payment
TXN-18676,ACC-046,-335.11,EUR,DEBIT,COMPLETED,2026-01-26T05:55:00,Coffee shop
TXN-18677,ACC-017,-95.99,EUR,DEBIT,PENDING,2026-01-26T07:11:00,Coffee shop
TXN-18678,ACC-074,-261.85,EUR,DEBIT,COMPLETED,2026-01-26T08:26:00,Streaming subscription
TXN-18679,ACC-020,-133.09,EUR,DEBIT,COMPLETED,2026-01-26T10:08:00,Utility bill
TXN-18680,ACC-060,-383.75,EUR,DEBIT,COMPLETED,2026-01-26T10:52:00,Gym membership
TXN-18681,ACC-079,-437.73,EUR,DEBIT,COMPLETED,2026-01-26T11:23:00,Gym membership
TXN-18682,ACC-085,882.7,EUR,CREDIT,COMPLETED,2026-01-26T12:06:00,Gift
TXN-18683,ACC-027,-403.38,EUR,DEBIT,COMPLETED,2026-01-26T13:18:00,Utility bill
TXN-18684,ACC-050,-234.26,EUR,DEBIT,COMPLETED,2026-01-26T14:25:00,Coffee shop
TXN-18685,ACC-008,329.83,EUR,CREDIT,COMPLETED,2026-01-26T15:23:00,Dividend
TXN-18686,ACC-013,4217.28,EUR,CREDIT,COMPLETED,2026-01-26T15:53:00,Dividend
TXN-18687,ACC-089,2193.41,EUR,CREDIT,COMPLETED,2026-01-26T16:05:00,Refund
TXN-18688,ACC-014,-413.71,EUR,DEBIT,COMPLETED,2026-01-26T17:26:00,Online purchase
TXN-18689,ACC-087,-130.36,EUR,DEBIT,COMPLETED,2026-01-26T18:29:00,Pharmacy
TXN-18690,ACC-072,-360.84,EUR,DEBIT,COMPLETED,2026-01-26T19:04:00,Online purchase
TXN-18691,ACC-028,574.68,EUR,CREDIT,COMPLETED,2026-01-26T20:46:00,Gift
TXN-18692,ACC-013,-498.26,USD,DEBIT,COMPLETED,2026-01-26T20:51:00,Online purchase
TXN-18693,ACC-027,103.75,EUR,CREDIT,PENDING,2026-01-26T20:58:00,Refund
TXN-18694,ACC-046,-77.51,EUR,DEBIT,FAILED,2026-01-26T22:42:00,Utility bill
TXN-18695,ACC-019,-45.49,EUR,DEBIT,PENDING,2026-01-26T23:48:00,Online purchase
TXN-18696,ACC-061,-449.21,EUR,DEBIT,FAILED,2026-01-27T01:29:00,Streaming subscription
TXN-18697,ACC-095,-214.26,EUR,DEBIT,FAILED,2026-01-27T01:56:00,Online purchase
TXN-18698,ACC-073,-236.2,EUR,DEBIT,COMPLETED,2026-01-27T02:04:00,Gas station
TXN-18699,ACC-033,3259.02,EUR,CREDIT,PENDING,2026-01-27T02:28:00,Salary payment
TXN-18700,ACC-082,4388.21,EUR,CREDIT,COMPLETED,2026-01-27T03:47:00,Refund
TXN-18701,ACC-083,-276.71,EUR,DEBIT,COMPLETED,2026-01-27T05:20:00,Coffee shop
TXN-18702,ACC-065,287.83,EUR,CREDIT,COMPLETED,2026-01-27T07:10:00,Dividend
TXN-18703,ACC-056,-242.88,EUR,DEBIT,PENDING,2026-01-27T08:19:00,Streaming subscription
TXN-18704,ACC-100,-161.56,EUR,DEBIT,COMPLETED,2026-01-27T08:34:00,Grocery store
TXN-18705,ACC-059,-300.85,EUR,DEBIT,PENDING,2026-01-27T10:32:00,Coffee shop
TXN-18706,ACC-072,4119.73,EUR,CREDIT,COMPLETED,2026-01-27T10:57:00,Dividend
TXN-18707,ACC-084,-240.73,EUR,DEBIT,COMPLETED,2026-01-27T11:37:00,Restaurant
TXN-18708,ACC-094,-405.19,EUR,DEBIT,COMPLETED,2026-01-27T13:23:00,Utility bill
TXN-18709,ACC-088,-154.61,EUR,DEBIT,COMPLETED,2026-01-27T14:50:00,Online purchase
TXN-18710,ACC-055,-75.96,EUR,DEBIT,COMPLETED,2026-01-27T15:59:00,Coffee shop
TXN-18711,ACC-023,-221.04,EUR,DEBIT,COMPLETED,2026-01-27T16:29:00,Gas station
TXN-18712,ACC-065,-69.15,EUR,DEBIT,PENDING,2026-01-27T16:57:00,Coffee shop
TXN-18713,ACC-094,1082.14,EUR,CREDIT,COMPLETED,2026-01-27T17:40:00,Salary payment
TXN-18714,ACC-026,-278.97,EUR,DEBIT,FAILED,2026-01-27T19:23:00,Utility bill
TXN-18715,ACC-006,-275.3,USD,DEBIT,PENDING,2026-01-27T20:07:00,Gas station
TXN-18716,ACC-008,-265.88,EUR,DEBIT,COMPLETED,2026-01-27T22:00:00,Gas station
TXN-18717,ACC-080,3732.33,EUR,CREDIT,COMPLETED,2026-01-27T22:18:00,Refund
TXN-18718,ACC-002,-347.03,EUR,DEBIT,COMPLETED,2026-01-27T22:58:00,Restaurant
TXN-18719,ACC-017,-376.95,EUR,DEBIT,COMPLETED,2026-01-28T00:11:00,Pharmacy
TXN-18720,ACC-051,-94.91,EUR,DEBIT,FAILED,2026-01-28T01:28:00,Pharmacy
TXN-18721,ACC-074,-220.67,EUR,DEBIT,COMPLETED,2026-01-28T02:18:00,Gym membership
TXN-18722,ACC-002,-30.82,EUR,DEBIT,COMPLETED,2026-01-28T02:37:00,Restaurant
TXN-18723,ACC-036,-410.93,EUR,DEBIT,COMPLETED,2026-01-28T04:18:00,Rent
TXN-18724,ACC-091,-142.85,EUR,DEBIT,COMPLETED,2026-01-28T05:52:00,Streaming subscription
TXN-18725,ACC-040,1251.89,EUR,CREDIT,FAILED,2026-01-28T06:23:00,Invoice payment
TXN-18726,ACC-074,-371.54,EUR,DEBIT,COMPLETED,2026-01-28T08:01:00,Gym membership
TXN-18727,ACC-038,-41.78,EUR,DEBIT,COMPLETED,2026-01-28T08:34:00,Online purchase
TXN-18728,ACC-095,2401.4,EUR,CREDIT,COMPLETED,2026-01-28T10:12:00,Invoice payment
TXN-18729,ACC-040,-124.03,EUR,DEBIT,PENDING,2026-01-28T10:59:00,Streaming subscription
TXN-18730,ACC-026,-379.07,EUR,DEBIT,COMPLETED,2026-01-28T11:05:00,Pharmacy
TXN-18731,ACC-025,2761.35,EUR,CREDIT,COMPLETED,2026-01-28T11:59:00,Dividend
TXN-18732,ACC-035,-303.89,EUR,DEBIT,PENDING,2026-01-28T12:23:00,Gas station
TXN-18733,ACC-055,1272.59,EUR,CREDIT,FAILED,2026-01-28T14:20:00,Freelance income
TXN-18734,ACC-040,-50.43,EUR,DEBIT,COMPLETED,2026-01-28T14:35:00,Grocery store
TXN-18735,ACC-068,-195.13,EUR,DEBIT,COMPLETED,2026-01-28T16:12:00,Gas station
TXN-18736,ACC-041,-332.3,EUR,DEBIT,COMPLETED,2026-01-28T17:09:00,Streaming subscription
TXN-18737,ACC-064,3129.19,EUR,CREDIT,COMPLETED,2026-01-28T17:44:00,Salary payment
TXN-18738,ACC-100,-403.74,EUR,DEBIT,COMPLETED,2026-01-28T19:01:00,Gym membership
TXN-18739,ACC-038,4254.29,EUR,CREDIT,COMPLETED,2026-01-28T19:41:00,Invoice payment
TXN-18740,ACC-081,3968.09,EUR,CREDIT,COMPLETED,2026-01-28T21:35:00,Gift
TXN-18741,ACC-037,-189.08,EUR,DEBIT,COMPLETED,2026-01-28T21:56:00,Pharmacy
TXN-18742,ACC-085,-165.06,USD,DEBIT,FAILED,2026-01-28T22:47:00,Coffee shop
TXN-18743,ACC-070,-419.51,EUR,DEBIT,COMPLETED,2026-01-29T00:38:00,Rent
TXN-18744,ACC-045,-468.76,EUR,DEBIT,COMPLETED,2026-01-29T01:26:00,Utility bill
TXN-18745,ACC-035,-108.91,EUR,DEBIT,COMPLETED,2026-01-29T01:36:00,Coffee shop
TXN-18746,ACC-002,-496.82,EUR,DEBIT,COMPLETED,2026-01-29T01:46:00,Streaming subscription
TXN-18747,ACC-090,331.47,EUR,CREDIT,COMPLETED,2026-01-29T01:56:00,Dividend
TXN-18748,ACC-098,-464.46,EUR,DEBIT,COMPLETED,2026-01-29T02:48:00,Pharmacy
TXN-18749,ACC-005,-313.31,EUR,DEBIT,COMPLETED,2026-01-29T04:04:00,Gym membership
TXN-18750,ACC-091,-393.67,EUR,DEBIT,COMPLETED,2026-01-29T04:43:00,Pharmacy
TXN-18751,ACC-051,-179.51,USD,DEBIT,COMPLETED,2026-01-29T06:19:00,Rent
TXN-18752,ACC-057,781.2,EUR,CREDIT,COMPLETED,2026-01-29T07:43:00,Refund
TXN-18753,ACC-042,-22.19,EUR,DEBIT,COMPLETED,2026-01-29T07:58:00,Gas station
TXN-18754,ACC-089,-345.6,EUR,DEBIT,COMPLETED,2026-01-29T09:04:00,Gym membership
TXN-18755,ACC-052,-386.02,EUR,DEBIT,COMPLETED,2026-01-29T10:59:00,Gym membership
TXN-18756,ACC-011,1914.3,EUR,CREDIT,PENDING,2026-01-29T12:56:00,Invoice payment
TXN-18757,ACC-023,-296.71,EUR,DEBIT,COMPLETED,2026-01-29T13:06:00,Gas station
TXN-18758,ACC-058,-478.98,EUR,DEBIT,COMPLETED,2026-01-29T14:15:00,Pharmacy
TXN-18759,ACC-025,-143.39,EUR,DEBIT,COMPLETED,2026-01-29T15:34:00,Pharmacy
TXN-18760,ACC-073,-174.75,EUR,DEBIT,COMPLETED,2026-01-29T15:39:00,Online purchase
TXN-18761,ACC-053,1608.78,EUR,CREDIT,COMPLETED,2026-01-29T16:47:00,Bonus
TXN-18762,ACC-059,-466.18,USD,DEBIT,COMPLETED,2026-01-29T17:02:00,Restaurant
TXN-18763,ACC-069,1995.7,EUR,CREDIT,COMPLETED,2026-01-29T17:56:00,Freelance income
TXN-18764,ACC-014,-149.64,EUR,DEBIT,PENDING,2026-01-29T19:06:00,Restaurant
TXN-18765,ACC-065,-491.51,EUR,DEBIT,COMPLETED,2026-01-29T20:42:00,Rent
TXN-18766,ACC-072,-224.74,EUR,DEBIT,FAILED,2026-01-29T22:07:00,Utility bill
TXN-18767,ACC-036,-224.61,EUR,DEBIT,COMPLETED,2026-01-29T23:04:00,Gym membership
TXN-18768,ACC-026,4097.9,EUR,CREDIT,COMPLETED,2026-01-30T00:45:00,Bonus
TXN-18769,ACC-049,-423.12,EUR,DEBIT,COMPLETED,2026-01-30T01:45:00,Rent
TXN-18770,ACC-087,-444.75,EUR,DEBIT,COMPLETED,2026-01-30T02:24:00,Gym membership
TXN-18771,ACC-043,4336.64,EUR,CREDIT,COMPLETED,2026-01-30T03:34:00,Salary payment
TXN-18772,ACC-099,1250.35,EUR,CREDIT,COMPLETED,2026-01-30T05:10:00,Freelance income
TXN-18773,ACC-094,-461.43,EUR,DEBIT,PENDING,2026-01-30T05:33:00,Gym membership
TXN-18774,ACC-074,426.14,EUR,CREDIT,COMPLETED,2026-01-30T06:05:00,Freelance income
TXN-18775,ACC-037,-387.06,EUR,DEBIT,PENDING,2026-01-30T08:02:00,Grocery store
TXN-18776,ACC-018,2017.38,EUR,CREDIT,COMPLETED,2026-01-30T08:16:00,Refund
TXN-18777,ACC-080,-438.45,EUR,DEBIT,COMPLETED,2026-01-30T10:13:00,Utility bill
TXN-18778,ACC-044,-477.27,EUR,DEBIT,COMPLETED,2026-01-30T12:03:00,Gas station
TXN-18779,ACC-087,-162.69,EUR,DEBIT,COMPLETED,2026-01-30T12:14:00,Coffee shop
TXN-18780,ACC-089,-197.74,USD,DEBIT,COMPLETED,2026-01-30T14:01:00,Gas station
TXN-18781,ACC-006,-135.36,EUR,DEBIT,COMPLETED,2026-01-30T15:18:00,Gas station
TXN-18782,ACC-018,4081.85,USD,CREDIT,COMPLETED,2026-01-30T16:50:00,Invoice payment
TXN-18783,ACC-001,-369.76,EUR,DEBIT,COMPLETED,2026-01-30T17:06:00,Online purchase
TXN-18784,ACC-051,2164.65,EUR,CREDIT,PENDING,2026-01-30T17:18:00,Gift
TXN-18785,ACC-096,2965.11,EUR,CREDIT,COMPLETED,2026-01-30T18:25:00,Dividend
TXN-18786,ACC-094,-45.55,EUR,DEBIT,COMPLETED,2026-01-30T19:08:00,Streaming subscription
TXN-18787,ACC-087,-441.3,EUR,DEBIT,COMPLETED,2026-01-30T19:43:00,Gas station
TXN-18788,ACC-035,4066.44,EUR,CREDIT,COMPLETED,2026-01-30T21:21:00,Salary payment
TXN-18789,ACC-016,-258.32,EUR,DEBIT,COMPLETED,2026-01-30T23:04:00,Restaurant
TXN-18790,ACC-067,-115.58,EUR,DEBIT,COMPLETED,2026-01-30T23:32:00,Pharmacy
TXN-18791,ACC-023,-451.31,EUR,DEBIT,COMPLETED,2026-01-31T01:26:00,Pharmacy
TXN-18792,ACC-065,-444.45,EUR,DEBIT,COMPLETED,2026-01-31T02:48:00,Utility bill
TXN-18793,ACC-008,-149.05,EUR,DEBIT,COMPLETED,2026-01-31T03:58:00,Restaurant
TXN-18794,ACC-018,-175.11,USD,DEBIT,PENDING,2026-01-31T04:36:00,Gym membership
TXN-18795,ACC-083,560.78,USD,CREDIT,COMPLETED,2026-01-31T05:30:00,Invoice payment
TXN-18796,ACC-020,-114.19,USD,DEBIT,COMPLETED,2026-01-31T06:25:00,Online purchase
TXN-18797,ACC-041,-65.38,EUR,DEBIT,COMPLETED,2026-01-31T07:03:00,Streaming subscription
TXN-18798,ACC-040,-239.07,EUR,DEBIT,COMPLETED,2026-01-31T07:42:00,Pharmacy
TXN-18799,ACC-071,-11.67,EUR,DEBIT,FAILED,2026-01-31T09:29:00,Online purchase
TXN-18800,ACC-089,-123.02,EUR,DEBIT,COMPLETED,2026-01-31T11:07:00,Pharmacy
TXN-18801,ACC-091,-194.68,EUR,DEBIT,COMPLETED,2026-01-31T12:21:00,Gym membership
TXN-18802,ACC-045,3768.27,EUR,CREDIT,COMPLETED,2026-01-31T13:20:00,Refund
TXN-18803,ACC-040,2545.1,EUR,CREDIT,FAILED,2026-01-31T15:13:00,Refund
TXN-18804,ACC-070,3554.74,EUR,CREDIT,COMPLETED,2026-01-31T16:28:00,Refund
TXN-18805,ACC-085,-182.38,EUR,DEBIT,COMPLETED,2026-01-31T16:37:00,Gym membership
TXN-18806,ACC-028,-348.23,EUR,DEBIT,COMPLETED,2026-01-31T17:41:00,Utility bill
TXN-18807,ACC-025,-192.5,EUR,DEBIT,COMPLETED,2026-01-31T17:48:00,Restaurant
TXN-18808,ACC-029,-306.18,EUR,DEBIT,COMPLETED,2026-01-31T19:13:00,Pharmacy
TXN-18809,ACC-022,-9.51,EUR,DEBIT,FAILED,2026-01-31T20:07:00,Pharmacy
TXN-18810,ACC-031,2329.9,EUR,CREDIT,COMPLETED,2026-01-31T21:54:00,Refund
TXN-18811,ACC-035,-41.36,EUR,DEBIT,COMPLETED,2026-01-31T22:48:00,Online purchase
TXN-18812,ACC-053,-111.62,EUR,DEBIT,COMPLETED,2026-01-31T23:28:00,Coffee shop
TXN-18813,ACC-059,-288.62,EUR,DEBIT,PENDING,2026-02-01T01:06:00,Streaming subscription
TXN-18814,ACC-056,2388.87,EUR,CREDIT,FAILED,2026-02-01T02:50:00,Salary payment
TXN-18815,ACC-057,-443.1,EUR,DEBIT,COMPLETED,2026-02-01T04:05:00,Online purchase
TXN-18816,ACC-010,-12.75,EUR,DEBIT,PENDING,2026-02-01T05:20:00,Gas station
TXN-18817,ACC-058,-252.94,EUR,DEBIT,COMPLETED,2026-02-01T07:05:00,Grocery store
TXN-18818,ACC-013,-169.6,EUR,DEBIT,COMPLETED,2026-02-01T08:28:00,Streaming subscription
TXN-18819,ACC-082,-203.45,EUR,DEBIT,COMPLETED,2026-02-01T08:53:00,Pharmacy
TXN-18820,ACC-006,-487.03,EUR,DEBIT,COMPLETED,2026-02-01T09:57:00,Online purchase
TXN-18821,ACC-013,-138.38,EUR,DEBIT,COMPLETED,2026-02-01T10:02:00,Coffee shop
TXN-18822,ACC-071,-387.5,EUR,DEBIT,COMPLETED,2026-02-01T11:36:00,Restaurant
TXN-18823,ACC-042,4045.36,EUR,CREDIT,COMPLETED,2026-02-01T11:42:00,Invoice payment
TXN-18824,ACC-094,-247.89,EUR,DEBIT,COMPLETED,2026-02-01T13:27:00,Utility bill
TXN-18825,ACC-070,-383.64,EUR,DEBIT,COMPLETED,2026-02-01T13:53:00,Grocery store
TXN-18826,ACC-074,-412.88,USD,DEBIT,COMPLETED,2026-02-01T15:06:00,Gym membership
TXN-18827,ACC-061,-109.81,USD,DEBIT,COMPLETED,2026-02-01T16:44:00,Grocery store
TXN-18828,ACC-085,667.53,EUR,CREDIT,COMPLETED,2026-02-01T16:55:00,Refund
TXN-18829,ACC-060,-10.4,EUR,DEBIT,COMPLETED,2026-02-01T17:50:00,Restaurant
TXN-18830,ACC-041,-363.16,EUR,DEBIT,COMPLETED,2026-02-01T19:16:00,Utility bill
TXN-18831,ACC-063,3010.18,EUR,CREDIT,COMPLETED,2026-02-01T20:58:00,Salary payment
TXN-18832,ACC-085,942.05,EUR,CREDIT,COMPLETED,2026-02-01T22:00:00,Gift
TXN-18833,ACC-082,347.52,EUR,CREDIT,COMPLETED,2026-02-01T22:52:00,Salary payment
TXN-18834,ACC-014,-152.09,EUR,DEBIT,COMPLETED,2026-02-02T00:44:00,Utility bill
TXN-18835,ACC-038,-330.72,USD,DEBIT,COMPLETED,2026-02-02T02:15:00,Pharmacy
TXN-18836,ACC-040,-11.51,EUR,DEBIT,COMPLETED,2026-02-02T03:41:00,Online purchase
TXN-18837,ACC-012,-259.98,EUR,DEBIT,COMPLETED,2026-02-02T05:31:00,Grocery store
TXN-18838,ACC-014,-353.31,EUR,DEBIT,COMPLETED,2026-02-02T06:08:00,Pharmacy
TXN-18839,ACC-083,-444.81,EUR,DEBIT,COMPLETED,2026-02-02T06:28:00,Rent
TXN-18840,ACC-074,-379.8,EUR,DEBIT,PENDING,2026-02-02T06:59:00,Pharmacy
TXN-18841,ACC-059,-418.87,EUR,DEBIT,COMPLETED,2026-02-02T08:33:00,Utility bill
TXN-18842,ACC-057,4211.9,EUR,CREDIT,COMPLETED,2026-02-02T09:11:00,Refund
TXN-18843,ACC-077,-85.04,USD,DEBIT,COMPLETED,2026-02-02T10:07:00,Restaurant
TXN-18844,ACC-083,-80.99,EUR,DEBIT,COMPLETED,2026-02-02T10:21:00,Grocery store
TXN-18845,ACC-035,-353.33,EUR,DEBIT,COMPLETED,2026-02-02T11:31:00,Restaurant
TXN-18846,ACC-032,-78.92,EUR,DEBIT,COMPLETED,2026-02-02T13:30:00,Online purchase
TXN-18847,ACC-053,-28.09,EUR,DEBIT,COMPLETED,2026-02-02T15:12:00,Utility bill
TXN-18848,ACC-022,-51.63,USD,DEBIT,COMPLETED,2026-02-02T16:28:00,Online purchase
TXN-18849,ACC-059,1342.91,EUR,CREDIT,COMPLETED,2026-02-02T17:30:00,Gift
TXN-18850,ACC-040,-344.24,USD,DEBIT,COMPLETED,2026-02-02T19:07:00,Restaurant
TXN-18851,ACC-063,-476.15,EUR,DEBIT,COMPLETED,2026-02-02T19:21:00,Rent
TXN-18852,ACC-064,-148.62,EUR,DEBIT,COMPLETED,2026-02-02T19:50:00,Utility bill
TXN-18853,ACC-090,-450.84,EUR,DEBIT,COMPLETED,2026-02-02T21:22:00,Pharmacy
TXN-18854,ACC-077,-13.22,EUR,DEBIT,COMPLETED,2026-02-02T21:49:00,Online purchase
TXN-18855,ACC-049,-450.14,EUR,DEBIT,COMPLETED,2026-02-02T22:13:00,Coffee shop
TXN-18856,ACC-032,-130.83,USD,DEBIT,COMPLETED,2026-02-02T22:35:00,Gas station
TXN-18857,ACC-080,-432.57,USD,DEBIT,COMPLETED,2026-02-02T23:04:00,Coffee shop
TXN-18858,ACC-047,-482.34,USD,DEBIT,COMPLETED,2026-02-02T23:34:00,Restaurant
TXN-18859,ACC-021,-391.45,EUR,DEBIT,COMPLETED,2026-02-03T00:18:00,Gym membership
TXN-18860,ACC-027,-156.66,EUR,DEBIT,COMPLETED,2026-02-03T01:15:00,Gym membership
TXN-18861,ACC-060,4230.47,EUR,CREDIT,PENDING,2026-02-03T02:05:00,Freelance income
TXN-18862,ACC-082,-310.42,EUR,DEBIT,COMPLETED,2026-02-03T03:11:00,Restaurant
TXN-18863,ACC-007,-232.6,EUR,DEBIT,COMPLETED,2026-02-03T05:06:00,Utility bill
TXN-18864,ACC-070,-486.41,EUR,DEBIT,COMPLETED,2026-02-03T06:26:00,Utility bill
TXN-18865,ACC-090,-264.65,EUR,DEBIT,COMPLETED,2026-02-03T07:36:00,Pharmacy
TXN-18866,ACC-069,-371.68,EUR,DEBIT,COMPLETED,2026-02-03T09:02:00,Coffee shop
TXN-18867,ACC-059,-424.93,EUR,DEBIT,COMPLETED,2026-02-03T09:16:00,Streaming subscription
TXN-18868,ACC-077,-239.07,EUR,DEBIT,COMPLETED,2026-02-03T09:44:00,Coffee shop
TXN-18869,ACC-021,-369.73,EUR,DEBIT,COMPLETED,2026-02-03T11:33:00,Pharmacy
TXN-18870,ACC-065,3966.65,EUR,CREDIT,COMPLETED,2026-02-03T13:29:00,Freelance income
